"","SurveyNumber","FieldNumber","qpcr_a","qpcr_b","qpcr_c","toeclip_extracted","swab_extracted","successful culture?","dayCaptured","monthCaptured","yearCaptured","Taxon","Site","SVL_mm","Mass_g","TissueTaken","Sex","Lifestage","Latitude","Longitude","Elevation_feet","Elevation_m","Locality","Site_name","Capture_time","Comments","picture","max_temp_daily","min_temp_daily","mean_temp_at_hour","mean_rel_humidity_at_hour","max_relative_humidity","min_relative_humidity","max_temp_monthly","min_temp_monthly","bay_area_only","other_permit","ZE_1","ZE_2","ZE_3"
"82",7,"IDR72",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","30.5",NA,"swab, toeclip, culture",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_30","too windy for mass","DSC1239-1240",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"83",7,"IDR73",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","28.5",NA,"swab, toeclip, culture",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_30","too windy for mass","DSC1134-1135",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"84",7,"IDR74",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","30",NA,"swab, toeclip, culture",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_31","too windy for mass","DSC1161-1166",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"85",7,"IDR75",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","26.5",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_31","too windy for mass","DSC1199-1200, DSC1204-1205",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"86",7,"IDR76",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","28.5",NA,"swab, toeclip, culture",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_33","too windy for mass","DSC1136-1137",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"87",7,"IDR77",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","25.5",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_34","too windy for mass","DSC1151-1159",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"88",7,"IDR78",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","26",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_36","too windy for mass","DSC1174-1175",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"89",7,"IDR79",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","26",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_38","too windy for mass","DSC1142-1143",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"90",7,"IDR80",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","26",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_38","too windy for mass","DSC0001-0002",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"91",7,"IDR81",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","25",NA,"swab, toeclip",NA,"juvenile",37.39667,-120.3559,270,82.3,"pond","rascal_creek_pond_2","20_38","too windy for mass","DSC0003-0005",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"92",7,"IDR82",0,0,0,"y","y","n",26,"June",2019,"Anaxyrus_boreas","Merced Vernal Pools","27",NA,"swab, toeclip, culture",NA,"juvenile",37.39662,-120.356,269,82,"pond","rascal_creek_pond_2","23_05","too windy for mass","DSC1249-1252",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"93",8,"IDR83",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","20",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_37","too windy for mass","DSC0023-DSC0024",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"94",8,"IDR84",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","18",NA,"swab, toeclip, culture",NA,"juvenile",37.38084,-120.39424,338,103,"pond","windmill_pond","20_38","too windy for mass","DSC0092-DSC0093",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"95",8,"IDR85",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","16",NA,"swab, toeclip",NA,"juvenile",37.38084,-120.39424,338,103,"pond","windmill_pond","20_38","too windy for mass","DSC0068-DSC0071",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"96",8,"IDR86",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","20",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_40","too windy for mass","DSC0019-DSC0021",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"97",8,"IDR87",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21.5",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_42","too windy for mass","DSC0111-DSC0113",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"98",8,"IDR88",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","20",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_44","too windy for mass","DSC0044-DSC0047",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"99",8,"IDR89",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","19",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_50","too windy for mass","DSC0103-DSC0105",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"100",8,"IDR90",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","19",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_56","too windy for mass","DSC0079-DSC0082",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"101",8,"IDR91",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21",NA,"swab, toeclip, culture",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","20_57","very translucent legs","DSC0033-DSC0036",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"102",8,"IDR92",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","18",NA,"swab, toeclip",NA,"juvenile",37.38084,-120.39424,338,103,"pond","windmill_pond","20_57","too windy for mass","DSC0017-DSC0018",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"103",8,"IDR93",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","15",NA,"swab, toeclip",NA,"juvenile",37.38084,-120.39424,338,103,"pond","windmill_pond","21_00","grey butt, translucent arms and legs (tail possibly still being absorbed), too windy for mass","DSC0026-DSC0027",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"104",8,"IDR94",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","20.5",NA,"swab, toeclip",NA,"adult",37.38084,-120.39424,338,103,"pond","windmill_pond","21_02","too windy for mass","DSC0013-DSC0014",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"105",8,"IDR95",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","17.5",NA,"swab, toeclip",NA,"juvenile",37.38084,-120.39424,338,103,"pond","windmill_pond","22_43","translucent stomach, can see intestines (?), too windy for mass","DSC0083-DSC0084",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"106",8,"IDR96",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","22",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_40","too windy for mass","DSC0121-DSC0122",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"107",8,"IDR97",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","22",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_43","too windy for mass","DSC0119-DSC0120",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"108",8,"IDR98",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","22",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_45","too windy for mass","DSC0123",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"109",8,"IDR99",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_48","too windy for mass","DSC0128-DSC0129",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"110",8,"IDR100",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21.5",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_48","too windy for mass","DSC0146",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"111",8,"IDR101",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_49","too windy for mass","DSC0139-DSC0140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"112",8,"IDR102",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_53","too windy for mass","DSC0130-DSC0131",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"113",8,"IDR103",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","21",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_55","too windy for mass","DSC0144-DSC0145",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"114",8,"IDR104",0,0,0,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","19",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","23_55","too windy for mass","DSC0124",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"115",8,"IDR105",NA,NA,NA,"y","y","n",27,"June",2019,"Pseudacris_sierra","Merced Vernal Pools","20.5",NA,"swab, toeclip",NA,"adult",37.38188,-120.39415,347,105.8,"pond","pond_past_berm_behind_windmill_pond","24_02","too windy for mass","DSC0117-DSC0118",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"116",9,"IDR106",NA,NA,NA,"y","y","n",30,"June",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","41.5","8.5","swab, toeclip","female","adult",33.64814,-116.37726,998,304.2,"pond","pond_by_labs","21_20",NA,"DSC0153-0155",NA,NA,NA,NA,NA,NA,32.3,28.3,0,NA,"0","0",0
"117",9,"IDR107",NA,NA,NA,"y","y","n",30,"June",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","42","7","swab, toeclip, culture","male","adult",33.64814,-116.37726,998,304.2,"pond","pond_by_labs","21_23","may have been calling","DSC0149-0152",NA,NA,NA,NA,NA,NA,32.3,28.3,0,NA,"0","0",0
"118",9,"IDR108",0,0,0,"y","y","n",30,"June",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","49","20.5","swab, toeclip, culture","female","adult",33.64814,-116.37726,998,304.2,"pond","pond_by_labs","21_59",NA,"DS0153-0156",NA,NA,NA,NA,NA,NA,32.3,28.3,0,NA,"0","0",0
"119",9,"IDR109",0,0,0,"y","y","n",30,"June",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","44","10.5","swab, toeclip, culture","female","adult",33.64814,-116.37726,998,304.2,"pond","pond_by_labs","22_02",NA,"DSC0158-0162",NA,NA,NA,NA,NA,NA,32.3,28.3,0,NA,"0","0",0
"120",9,"IDR110",NA,NA,NA,"y","y","n",30,"June",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","39","8.5","swab, toeclip, culture","female","adult",33.64814,-116.37726,998,304.2,"pond","pond_by_labs","22_02",NA,"DSC0163-0164",NA,NA,NA,NA,NA,NA,32.3,28.3,0,NA,"0","0",0
"121",11,"IDR111",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","25","2.5","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_23",NA,"DSC0180",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"122",11,"IDR112",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","30",NA,"swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_23",NA,"DSC0175",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"123",11,"IDR113",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","24","0.5","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_24",NA,"DSC0173",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"124",11,"IDR114",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","24.5","1","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_25",NA,"DSC0174",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"125",11,"IDR115",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","27","3.5","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_25",NA,"DSC0179",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"126",11,"IDR116",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","22.5","2","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_27",NA,"DSC0178",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"127",11,"IDR117",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","27","2","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_28",NA,"DSC0176-0177",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"128",11,"IDR118",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","124","1.5","swab, toeclip",NA,"adult",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_30",NA,"DSC0169-0170",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"129",11,"IDR119",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","23","3.5","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_30",NA,"DSC0172",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"130",11,"IDR120",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","24","3","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_32",NA,"DSC0171",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"131",11,"IDR121",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","19","3.5","swab, toeclip",NA,"juvenile",33.69342,-116.37306,452,137.8,"grass","golf_course_sidewalk_and_green","20_33",NA,"DSC0168",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"132",11,"IDR122",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","76.5","69.5","swab, toeclip, culture","male","adult",33.69184,-116.36391,466,142,"manmade_pond","maintained_pond_1","20_53",NA,"DSC0184-0185",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"133",11,"IDR123",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","78","73.5","swab, toeclip","male","adult",33.69184,-116.36391,466,142,"manmade_pond","maintained_pond_1","20_57","missing a toe","DSC0189-0190",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"134",11,"IDR124",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","69",">100","swab, toeclip","male","adult",33.69184,-116.36391,466,142,"manmade_pond","maintained_pond_1","20_57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"135",11,"IDR125",0,0,0,"n","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","73","71.5","swab","male","adult",33.69184,-116.36391,466,142,"manmade_pond","maintained_pond_1","21_01","dropped toeclip and lost, calling","DSC0181-DSC0183",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"136",11,"IDR126",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","79","59","swab, toeclip","male","adult",33.69184,-116.36391,466,142,"manmade_pond","maintained_pond_1","21_03",NA,"DSC0191",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"137",11,"IDR127",0,0,0,"n","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve","70.5","44.5","swab, toeclip","male","adult",33.69155,-116.3635,467,142.3,"manmade_pond","maintained_pond_1","21_11",NA,"DSC0186-0187",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"138",11,"IDR128",NA,NA,NA,"n","y","n",2,"July",2019,"Anaxyrus_woodhousii","The Reserve",NA,NA,NA,NA,"adult",33.69155,-116.3635,467,142.3,"manmade_pond","maintained_pond_1","21_13","released, too cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"139",11,"IDR129",0,0,0,"y","y","n",2,"July",2019,"Anaxyrus_punctatus","The Reserve","31","3.5","swab, toeclip",NA,"juvenile",33.6915,-116.37093,437,133.2,"road","road","21_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"140",12,"IDR130",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","18","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_09","slight dorsal stripe?","DSC0255-0257",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"141",12,"IDR131",NA,NA,NA,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","17","4.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_11",NA,"DSC0238-0240",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"142",12,"IDR132",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","21.5","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_11",NA,"DSC0343-0345",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"143",12,"IDR133",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","19","0.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_12",NA,"DSC0192-0193",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"144",12,"IDR134",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","20","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_13",NA,"DSC0202",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"145",12,"IDR135",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","14","0.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_15",NA,"DSC0310-0312",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"146",12,"IDR136",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","14","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_16",NA,"DSC0332-0334",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"147",12,"IDR137",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","15","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_17",NA,"DSC0271-0273",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"148",12,"IDR138",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","16","1.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_18",NA,"DSC0278-0280",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"149",12,"IDR139",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","16","1","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_19",NA,"DSC0293-0294",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"150",12,"IDR140",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","20","0.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_20",NA,"DSC0207-0208",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"151",12,"IDR141",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","13.5","0.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_21",NA,"DSC0322-0323",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"152",12,"IDR142",0,0,0,"y","y","n",3,"July",2019,"Anaxyrus_punctatus","Boyd Deep Canyon","11","0.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_22",NA,"DSC0221-0222",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"153",12,"IDR143",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","20","1.5","swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_24",NA,"DSC0200-0201",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"154",12,"IDR144",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","19",NA,"swab, toeclip",NA,"juvenile",33.63533,-116.39177,1245,379.5,"pond","canyon_pond","06_26",NA,"DSC0197-0198",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"155",12,"IDR145",NA,NA,NA,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","19.5","2","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_03","RAN OUT OF SAMPLE; spots on belly","DSC0379-0381",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"156",12,"IDR146",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","19",NA,"swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"157",12,"IDR147",NA,NA,NA,"n","n","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon",NA,NA,NA,NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_04","released, too hot",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"158",12,"IDR148",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","15","0.5","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_05",NA,"DSC0370-0371",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"159",12,"IDR149",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","22","1","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_06","spots on belly","DSC0374-0377",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"160",12,"IDR150",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","23.5","1.5","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_07","spots on belly","DSC0378",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"161",12,"IDR151",NA,NA,NA,"n","n","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon",NA,NA,NA,NA,NA,33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_06","released, too hot",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"162",12,"IDR152",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","23.5","1","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_08",NA,"DSC0368-0369",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"163",12,"IDR153",0,0,0,"y","y","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon","22.5","1.5","swab, toeclip",NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_09",NA,"DSC0385-0386",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"164",12,"IDR154",NA,NA,NA,"n","n","n",3,"July",2019,"Pseudacris_cadaverina","Boyd Deep Canyon",NA,NA,NA,NA,"juvenile",33.63335,-116.39182,1312,399.9,"pond","waterfall_pond","10_10","released, too hot",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
